team,name,state,country,district,rookie_year,active,norm_epa,wins,losses,ties,count,winrate
6915,Bulldogs,CA,USA,NULL,2018,f,1454,4,5,0,9,0.4444
6916,Iron Thunder,OH,USA,NULL,2018,t,1403,10,28,0,38,0.2632
6917,Voyageur Robotics,ON,Canada,ont,2018,f,1499,22,34,1,57,0.3947
6918,Napa Cellar Rats,CA,USA,NULL,2018,t,1483,46,62,1,109,0.4266
6919,The Commodores,GA,USA,pch,2018,t,1671,177,81,2,260,0.6846
6920,Force Fusion,NULL,Netherlands,NULL,2018,t,1530,16,18,0,34,0.4706
6921,Technados,NJ,USA,fma,2018,t,1506,47,76,1,124,0.3831
6922,Apache Genesis,AZ,USA,NULL,2018,t,1361,13,21,0,34,0.3824
6923,Royal Blue Robotics [RB]^2,LA,USA,NULL,2018,f,1433,8,10,0,18,0.4444
6925,W.A.Robotics,GA,USA,pch,2018,t,1501,66,93,1,160,0.4156
6926,RobotiCats,CA,USA,NULL,2018,f,1416,6,16,0,22,0.2727
6927,The Franklinton Firebirds,OH,USA,NULL,2018,f,1414,6,21,0,27,0.2222
6928,Blue Armadillos,TN,USA,NULL,2018,f,1546,11,8,1,20,0.575
6929,Cuivre & Or,QC,Canada,NULL,2018,t,1520,19,25,1,45,0.4333
6931,The Red Company ,AZ,USA,NULL,2018,f,1412,2,7,0,9,0.2222
6932,SMART,NC,USA,fnc,2018,t,1449,46,88,2,136,0.3456
6933,Archytas,VT,USA,ne,2018,t,1590,98,85,2,185,0.5351
6934,Scorps,CA,USA,NULL,2018,t,1442,31,43,0,74,0.4189
6935,The Brainy Bunch- Ingram Tom Moore HS,TX,USA,fit,2018,f,1488,17,16,3,36,0.5139
6936,Innovation Vault 6936,OH,USA,NULL,2018,t,1545,42,58,0,100,0.42
6937,McCallie Robotics,TN,USA,NULL,2018,f,1343,9,22,0,31,0.2903
6938,STEM3 West Robotics,CA,USA,NULL,2018,f,1438,8,20,0,28,0.2857
6940,Violet Z,NULL,China,NULL,2018,t,1488,22,26,2,50,0.46
6941,IronPulse Robotics,NULL,China,NULL,2018,t,1541,48,39,0,87,0.5517
6943,Blue Bears,NJ,USA,fma,2018,t,1447,33,58,1,92,0.3641
6944,Wolverines,GA,USA,pch,2018,t,1462,27,51,1,79,0.3481
6945,Children of the Corn,NJ,USA,fma,2018,t,1447,58,78,3,139,0.4281
6946,F & E,NULL,China,NULL,2018,f,1414,6,9,0,15,0.4
6947,Savage Tumaz,NULL,Chinese Taipei,NULL,2018,t,1515,25,33,1,59,0.4322
6948,EAGLES,NULL,Turkey,NULL,2018,t,1464,38,33,2,73,0.5342
6949,F.E.W Bots,NULL,China,NULL,2018,f,1452,7,4,0,11,0.6364
6950,The Breakfast Club,IA,USA,NULL,2018,f,1458,5,5,0,10,0.5
6951,Spartans,TX,USA,NULL,2018,f,1544,9,5,0,14,0.6429
6952,Vector Machines,NULL,China,NULL,2018,f,1443,14,23,0,37,0.3784
6953,Quetzals,QC,Canada,NULL,2018,f,1357,6,13,0,19,0.3158
6954,Titans of Industry,MI,USA,fim,2018,f,1401,21,32,1,54,0.3981
6955,Los Chilis,NULL,Chile,NULL,2018,f,1441,12,13,0,25,0.48
6956,SHAM-ROCK-BOTICS ☘,IN,USA,fin,2018,t,1556,79,103,0,182,0.4341
6957,A.C.E.S. (Army of Christian Engineering Students),NV,USA,NULL,2018,f,1439,24,36,0,60,0.4
6958,CougarBots,MI,USA,fim,2018,f,1516,27,27,0,54,0.5
6959,Organized Chaos,WA,USA,pnw,2018,f,1387,15,33,0,48,0.3125
6960,The Rusty Huskies,CA,USA,NULL,2018,f,1438,8,21,0,29,0.2759
6961,SIbots,SC,USA,pch,2018,t,1421,26,46,0,72,0.3611
6962,RobotX,CA,USA,NULL,2018,t,1463,25,24,1,50,0.51
6963,Blood Sweat and Gears,MI,USA,fim,2018,t,1533,62,63,1,126,0.496
6964,BearBots,OH,USA,NULL,2018,t,1558,30,50,0,80,0.375
6965,Tecmilenio XibalBots 6965,NULL,Mexico,NULL,2018,f,1471,10,23,0,33,0.303
6967,A.T.Vortex,NULL,China,NULL,2018,f,1401,8,14,0,22,0.3636
6968,Team Pi,NULL,Netherlands,NULL,2018,t,1535,29,50,0,79,0.3671
6969,Cyborgs6969,NY,USA,NULL,2018,t,1409,27,44,1,72,0.3819
6970,Barbarian,NULL,China,NULL,2018,f,1486,13,12,1,26,0.5192
6971,The Sky Savior,NULL,China,NULL,2018,f,1360,2,8,0,10,0.2
6974,Zia Robotics,NM,USA,fit,2018,t,1424,35,56,3,94,0.3883
6975,Neil McNeil Maroon Machines,ON,Canada,ont,2018,t,1422,25,53,1,79,0.3228
6976,Electric Eagles,MO,USA,NULL,2018,f,1460,5,7,0,12,0.4167
6977,Cyber Squad,ON,Canada,ont,2018,t,1455,36,45,0,81,0.4444
6978,QuickStrike Niagara,ON,Canada,ont,2018,t,1577,78,83,2,163,0.4847
6979,The 5 Nighters,AB,Canada,NULL,2018,f,1439,6,6,0,12,0.5
6981,Clockwork Concord,CA,USA,NULL,2018,t,1409,15,35,0,50,0.3
6982,Team CEL Paraguay,NULL,Paraguay,NULL,2018,f,1402,3,9,0,12,0.25
6983,Tecmilenio - STEMHAWKS - 6983,NULL,Mexico,NULL,2018,f,1377,3,8,0,11,0.2727
6985,ENKA TECH.,NULL,Turkey,NULL,2018,t,1580,43,34,0,77,0.5584
6986,PPT Bots,NULL,China,NULL,2018,f,1683,37,21,0,58,0.6379
6987,Falcon Automation,ON,Canada,ont,2018,t,1449,61,88,1,150,0.41
6988,ACI 35,NULL,Turkey,NULL,2018,t,1400,47,49,0,96,0.4896
6989,KAISER,NULL,Turkey,NULL,2018,t,1502,50,55,2,107,0.4766
6990,Ambition,NULL,China,NULL,2018,f,1510,7,6,0,13,0.5385
6991,Crosbotics,NULL,China,NULL,2018,f,1453,13,14,0,27,0.4815
6992,FrancoBots,ON,Canada,ont,2018,t,1431,37,43,1,81,0.463
6993,Dragons ,TX,USA,fit,2018,f,1457,6,9,0,15,0.4
6995,NOMAD,CA,USA,NULL,2018,t,1625,66,44,3,113,0.5973
6996,Koalafied,NULL,Australia,NULL,2018,t,1561,35,33,1,69,0.5145
6997,Bad wolf,NULL,China,NULL,2018,f,1506,7,11,0,18,0.3889
6998,Unipards,NULL,Chinese Taipei,NULL,2018,t,1483,37,37,2,76,0.5
6999,B.E.S.T.,NULL,Turkey,NULL,2018,f,1432,12,20,0,32,0.375
7000,Newton's 4th Law,NULL,China,NULL,2018,f,1359,3,10,0,13,0.2308
7001,Buning Power,NULL,China,NULL,2018,f,1411,3,8,0,11,0.2727
7002,风云蹦豆,NULL,China,NULL,2018,f,1425,4,5,1,10,0.45
7004,Ossining Owls,NY,USA,NULL,2012,t,1400,26,30,0,56,0.4643
7006,IMC,NULL,China,NULL,2018,f,1466,6,9,0,15,0.4
7009,Carp & Donkey,NULL,China,NULL,2018,f,1372,2,11,0,13,0.1538
7010,SINFEN ROBOTICS,NULL,Turkey,NULL,2018,f,1564,13,15,0,28,0.4643
7013,ACCN Techtronix,ON,Canada,ont,2018,f,1424,27,39,0,66,0.4091
7016,PV Shock Bots,NY,USA,NULL,2018,f,1413,8,14,0,22,0.3636
7017,Fellowship of the Gear,AZ,USA,NULL,2018,f,1451,10,14,0,24,0.4167
7018,EOLOTICS - Peñoles,NULL,Mexico,NULL,2018,t,1514,29,40,0,69,0.4203
7019,Rubber Ducks,MN,USA,NULL,2018,t,1473,16,21,0,37,0.4324
7020,IM ROBOT,MI,USA,fim,2018,f,1458,26,41,0,67,0.3881
7021,TC Robotics,WI,USA,NULL,2018,t,1704,125,61,1,187,0.6711
7022,ACE Robotics,ON,Canada,ont,2018,t,1487,48,63,2,113,0.4336
7023,Tamworth Titans,NULL,Australia,NULL,2018,f,1495,12,15,0,27,0.4444
7024,ENFORCERS,NJ,USA,fma,2018,f,1365,6,18,0,24,0.25
7025,BETA,CA,USA,NULL,2018,f,1447,3,7,0,10,0.3
7026,Team Vinity,FL,USA,NULL,2018,f,1508,20,21,0,41,0.4878
7027,Radioactive Rebels Robotics,NY,USA,NULL,2018,f,1476,7,18,1,26,0.2885
7028,Binary Battalion,MN,USA,NULL,2018,t,1616,67,47,1,115,0.587
7029,Scotbotics,NC,USA,fnc,2018,f,1434,23,34,0,57,0.4035
7030,The ROBOlympians,NY,USA,NULL,2018,t,1438,21,28,3,52,0.4327
7031,Duanesburg Jr./Sr. High School,NY,USA,NULL,2018,t,1470,17,29,0,46,0.3696
7032,Raptors,OR,USA,pnw,2018,f,1385,14,34,0,48,0.2917
7033,Roosters,NULL,Brazil,NULL,2018,t,1452,23,24,0,47,0.4894
7034,2B Determined,OR,USA,pnw,2018,t,1579,124,79,2,205,0.6098
7035,MEF Thunders,NULL,Turkey,NULL,2018,t,1525,33,38,0,71,0.4648
7036,The RoarBots,NY,USA,NULL,2018,t,1506,16,23,0,39,0.4103
7037,Jeunes D'Argent - FresnilloPLC,NULL,Mexico,NULL,2018,t,1378,18,29,0,47,0.383
7038,Totino-Grace Pizza Pi's,MN,USA,NULL,2018,t,1458,36,39,1,76,0.4803
7039,❌⭕,NULL,Israel,isr,2018,t,1611,123,105,0,228,0.5395
7040,POTROBOTS,NULL,Mexico,NULL,2018,t,1354,17,26,1,44,0.3977
7041,Doomsday Dogs,MN,USA,NULL,2018,t,1455,18,19,1,38,0.4868
7042,Poly Rabbotics,CA,USA,NULL,2018,t,1515,73,65,3,141,0.5284
7043,RoboPirates,OH,USA,NULL,2018,f,1367,8,11,0,19,0.4211
7045,MCCrusaders,NJ,USA,fma,2018,t,1598,63,68,1,132,0.4811
7046,UNIMATE,NULL,Mexico,NULL,2018,f,1443,4,7,0,11,0.3636
7047,Magic Frog,NULL,China,NULL,2018,f,1512,17,19,0,36,0.4722
7048,Red River Rage,ND,USA,NULL,2018,t,1467,51,65,2,118,0.4407
7050,SARNIC,NULL,Turkey,NULL,2018,f,1482,6,14,0,20,0.3
7051,RoboDons,CA,USA,NULL,2018,f,1425,14,10,0,24,0.5833
7052,Falcotronix,ON,Canada,ont,2018,f,1491,15,21,0,36,0.4167
7053,Robo Huskies,QC,Canada,NULL,2018,f,1498,13,8,0,21,0.619
7054,SC Sailors,MI,USA,fim,2018,t,1558,95,93,2,190,0.5053
7055,Quantum Steam,OH,USA,NULL,2018,f,1485,9,10,0,19,0.4737
7056,The F.A.S.T. Team - Fowlerville Area Scientific Technicians,MI,USA,fim,2018,t,1622,88,91,2,181,0.4917
7057,Titanators,CA,USA,NULL,2018,f,1430,12,28,0,40,0.3
7058,StrathDroids,ON,Canada,ont,2018,t,1503,48,54,1,103,0.4709
7059,Bot-E Builders,AZ,USA,NULL,2018,f,1460,11,15,0,26,0.4231
7060,Riverside Military Academy Eagle Bots,GA,USA,pch,2018,f,1340,20,40,0,60,0.3333
7063,Wagner TRILOBYTES,TX,USA,fit,2018,f,1424,10,33,1,44,0.2386
7064,Voltron Robotics,KS,USA,NULL,2018,t,1460,24,42,0,66,0.3636
7065,Wolverine 1,AL,USA,NULL,2018,f,1445,5,6,0,11,0.4545
7066,Faulkner County Library Gadget Droids,AR,USA,NULL,2018,f,1416,3,7,0,10,0.3
7067,Team Streak,NULL,Israel,isr,2018,t,1563,92,81,2,175,0.5314
7068,Mechanical Masterminds,MN,USA,NULL,2018,t,1594,47,47,1,95,0.5
7069,Taipei 101,NULL,Chinese Taipei,NULL,2018,f,1504,7,7,0,14,0.5
7070,SRT,NULL,Turkey,NULL,2018,f,1442,14,13,0,27,0.5185
7071,ITU-Robee,NULL,Turkey,NULL,2018,f,1359,17,22,0,39,0.4359
7072,O.G.R.E. (Opelika's Greatest Robotics Engineers),AL,USA,NULL,2018,t,1556,58,57,1,116,0.5043
7073,Ottawa Hills High School,MI,USA,fim,2018,f,1413,16,32,0,48,0.3333
7074,Reapers,NULL,Australia,NULL,2018,f,1516,17,8,0,25,0.68
7075,Gearbreakers,AR,USA,NULL,2018,f,1435,3,15,1,19,0.1842
7076,WestTech Sentinels,GA,USA,pch,2018,f,1419,19,30,0,49,0.3878
7077,Sundevils' Fire,NV,USA,NULL,2018,t,1419,17,28,1,46,0.3804
7079,Co-Bot,NULL,Israel,isr,2018,f,1491,40,47,2,89,0.4607
7080,Vision,NULL,China,NULL,2018,f,1445,8,7,0,15,0.5333
7081,NEYC,NULL,China,NULL,2018,f,1450,10,13,0,23,0.4348
7083,Green Hekma,NULL,Israel,isr,2018,f,1378,9,13,0,22,0.4091
7084,Hillman Pyrobots,MI,USA,fim,2018,f,1484,27,31,0,58,0.4655
7085,Paranoid Androids,SC,USA,pch,2018,t,1477,31,37,3,71,0.4577
7086,IOROBOT,NULL,Turkey,NULL,2018,t,1493,33,27,0,60,0.55
7088,Robodogs,TX,USA,fit,2018,t,1418,59,80,1,140,0.425
7091,Atlas Orbis,TX,USA,fit,2018,t,1395,32,61,0,93,0.3441
7093,Veritas Valiants,TX,USA,fit,2018,f,1434,4,6,0,10,0.4
7094,Alpha Omega,MS,USA,NULL,2018,t,1492,34,39,0,73,0.4658
7095,HiMach,NULL,China,NULL,2018,f,1400,3,10,0,13,0.2308
7096,Educated Business,CA,USA,NULL,2018,f,1374,2,10,0,12,0.1667
7097,The Archers ,SC,USA,NULL,2018,f,1485,5,4,0,9,0.5556
7101,Genesee Robotic Wolves,MI,USA,fim,2018,f,1424,7,17,0,24,0.2917
7102,PrepaTec - Daedalus,NULL,Mexico,NULL,2018,t,1535,47,44,0,91,0.5165
7103,Robo Remedy @ Mantiowoc Lutheran High School,WI,USA,NULL,2018,t,1655,50,53,3,106,0.4858
7104,Benedictine Military School Bot Brothers,GA,USA,pch,2018,t,1384,53,66,0,119,0.4454
7106,MPV StingerBots,AR,USA,NULL,2018,t,1439,24,43,0,67,0.3582
7107,Blazer Robotics,FL,USA,NULL,2018,f,1430,16,13,1,30,0.55
7108,volTRan,NULL,Turkey,NULL,2018,f,1703,28,15,0,43,0.6512
7109,Clare Chaos Theory,MI,USA,fim,2018,t,1347,45,67,0,112,0.4018
7110,Heights Bytes,NJ,USA,fma,2018,t,1481,67,73,4,144,0.4792
7111,RAD Robotics,AL,USA,NULL,2018,t,1488,33,33,0,66,0.5
7112,EverGreen,NULL,Israel,isr,2018,t,1493,70,96,2,168,0.4226
7113,Control Rising,NULL,Australia,NULL,2018,f,1408,7,12,0,19,0.3684
7115,Red Lion Bots,TX,USA,fit,2018,t,1383,39,58,2,99,0.404
7116,Électriks,QC,Canada,NULL,2018,f,1565,12,16,0,28,0.4286
7117,Robotic Dragons,MO,USA,NULL,2018,t,1409,22,21,2,45,0.5111
7118,ScotBots,WA,USA,pnw,2018,f,1477,22,40,0,62,0.3548
7119,Sunset RoboBison,TX,USA,fit,2018,t,1425,40,59,0,99,0.404
7120,ThunderChicas,TX,USA,fit,2018,f,1409,18,27,0,45,0.4
7121,Keller Fusion Robotics,TX,USA,fit,2018,t,1461,61,74,1,136,0.4522
7122,WYSIWYG,IA,USA,NULL,2018,f,1460,5,4,0,9,0.5556
7123,Emerald City Robotics,AR,USA,NULL,2018,f,1381,17,19,0,36,0.4722
7124,8-bit Destroyers - Cranebrook HS,NULL,Australia,NULL,2018,f,1525,11,14,0,25,0.44
7125,Tigerbotics,TX,USA,fit,2018,t,1353,37,73,3,113,0.3407
7126,Atom.OS,NH,USA,ne,2018,f,1397,21,39,0,60,0.35
7127,LongMetal,MA,USA,ne,2018,t,1498,68,68,2,138,0.5
7128,XLR8,NULL,Australia,NULL,2018,t,1464,27,38,2,67,0.4179
7129,Pilbara Protons,NULL,Australia,NULL,2018,f,1391,2,6,0,8,0.25
7130,Future Shock,NULL,Chinese Taipei,NULL,2018,t,1468,30,39,1,70,0.4357
7133,STEAM Makers,NH,USA,ne,2018,f,1359,22,41,1,64,0.3516
7134,rOctopus,NULL,Turkey,NULL,2018,f,1391,8,22,0,30,0.2667
7135,System Reset,BC,Canada,NULL,2018,t,1411,25,26,0,51,0.4902
7136,Thistletown Scot Bots,ON,Canada,ont,2018,t,1537,40,53,1,94,0.4309
7137,Project 212,CA,USA,NULL,2018,t,1525,43,58,0,101,0.4257
7138,Wing It,TX,USA,fit,2018,t,1428,25,44,1,70,0.3643
7140,OKSEF ROBOTICS,NULL,Turkey,NULL,2018,f,1586,18,11,0,29,0.6207
7141,Cyberhounds,IA,USA,NULL,2018,f,1488,7,15,1,23,0.3261
7142,Saydel High School Robotics Team---Vulcan Eagles,IA,USA,NULL,2018,f,1465,10,9,0,19,0.5263
7143,The Cyber-Eagles,MI,USA,fim,2018,f,1364,19,35,0,54,0.3519
7144,NexTech Hydra,MI,USA,fim,2018,f,1452,52,56,1,109,0.4817
7145,Robocanes,MI,USA,fim,2018,t,1426,48,69,1,118,0.411
7146,Infinity Robotics,NULL,China,NULL,2018,f,1410,9,9,0,18,0.5
7147,Falcons Senior Robo Team,MI,USA,fim,2018,f,1498,32,57,0,89,0.3596
7148,Faster Than Light,NULL,China,NULL,2018,f,1514,6,5,0,11,0.5455
7149,WuKong,NULL,China,NULL,2018,f,1500,6,7,0,13,0.4615
7150,Ogemaw Overdrive,MI,USA,fim,2018,f,1427,15,33,0,48,0.3125
7151,Real Robotics,UT,USA,NULL,2018,f,1386,9,20,0,29,0.3103
7152,Owltonomous,FL,USA,NULL,2018,f,1542,14,26,1,41,0.3537
7153,Aetos Dios (Eagles of Zeus),CT,USA,ne,2018,t,1603,98,110,1,209,0.4713
7154,TheROK,MI,USA,fim,2018,t,1511,72,76,1,149,0.4866
7155,The Robotic Rangers,MI,USA,fim,2018,t,1426,46,67,2,115,0.4087
7156,Metal Heads,MI,USA,fim,2018,f,1461,20,40,0,60,0.3333
7157,μBotics,CA,USA,NULL,2018,t,1793,97,54,3,154,0.6396
7158,The Conspirators,BC,Canada,NULL,2018,f,1469,17,20,4,41,0.4634
7160,Ludington O-Bots,MI,USA,fim,2018,t,1588,112,89,2,203,0.5567
7161,LeopardBots - Peñoles,NULL,Mexico,NULL,2018,t,1414,34,45,1,80,0.4313
7162,Maraudeurs,QC,Canada,NULL,2018,f,1355,10,13,1,24,0.4375
7163,A.I. Metal Pies,NULL,Australia,NULL,2018,t,1471,17,29,2,48,0.375
7164,RHODE REBELS,RI,USA,ne,2018,f,1447,13,23,0,36,0.3611
7165,Perkins Pirates,OH,USA,NULL,2018,t,1610,44,48,1,93,0.4785
7166,Red Thunder Robotics,MI,USA,fim,2018,t,1591,70,65,2,137,0.5182
7167,Spectrum ThunderBots,BC,Canada,NULL,2018,t,1415,37,37,1,75,0.5
7168,Infinity,MI,USA,fim,2018,f,1491,19,35,1,55,0.3545
7169,Belmont Bytes,BC,Canada,NULL,2018,f,1588,29,18,0,47,0.617
7170,Spooky Action Robotics,BC,Canada,NULL,2018,f,1497,15,23,0,38,0.3947
7171,Wolverine Wildcats,MI,USA,fim,2018,f,1463,17,38,0,55,0.3091
7172,AEA Robolution,MI,USA,fim,2018,f,1464,21,28,1,50,0.43
7173,Garibaldi Robotics,BC,Canada,NULL,2018,t,1363,33,43,2,78,0.4359
7174,Charger Robotics,MI,USA,fim,2018,t,1622,81,89,1,171,0.4766
7175,Team Red Line,MI,USA,fim,2018,f,1452,18,34,0,52,0.3462
7176,ROC,ON,Canada,ont,2018,f,1438,9,17,0,26,0.3462
7177,Amal tayibe,NULL,Israel,isr,2018,t,1469,70,97,1,168,0.4196
7178,Yeti,MI,USA,fim,2018,t,1556,96,83,1,180,0.5361
7179,Crossfire,TX,USA,fit,2018,f,1622,69,46,1,116,0.5991
7180,Wellstone Lions,MN,USA,NULL,2018,f,1388,4,13,1,18,0.25
7183,WAR Club,NV,USA,NULL,2018,t,1480,16,29,0,45,0.3556
7184,BIT CHALLENGE,NULL,China,NULL,2018,f,1390,5,8,0,13,0.3846
7185,TartanBots,CA,USA,NULL,2018,t,1380,20,29,0,49,0.4082
7187,Gear Cats,MI,USA,fim,2018,f,1580,36,33,0,69,0.5217
7188,SaddleBots,MI,USA,fim,2018,t,1525,48,65,1,114,0.4254
7189,EX NIHILO,BC,Canada,NULL,2018,f,1458,3,9,0,12,0.25
7190,Vancouver Rainstorms,BC,Canada,NULL,2018,t,1448,41,45,0,86,0.4767
7191,ABT Gators,MI,USA,fim,2018,f,1395,49,62,0,111,0.4414
7192,Blue Thunderneers,MI,USA,fim,2018,t,1503,64,68,1,133,0.485
7193,Invictus,FL,USA,NULL,2018,f,1400,20,20,0,40,0.5
7194,iRam,FL,USA,NULL,2018,f,1389,3,15,0,18,0.1667
7195,Twin River Robotics,MI,USA,fim,2018,t,1452,50,77,3,130,0.3962
7196,Tech Tigers,MI,USA,fim,2018,t,1481,45,69,3,117,0.3974
7197,Mountie MegaBots,MI,USA,fim,2018,t,1608,80,84,3,167,0.488
7198,TL Fearsome Gears,IN,USA,fin,2018,t,1423,59,89,1,149,0.3993
7200,Banting Memorial high school,ON,Canada,ont,2018,t,1515,48,65,0,113,0.4248
7201,Crobotics,NULL,Croatia,NULL,2018,t,1440,16,16,0,32,0.5
7202,Cyber Orioles,MI,USA,fim,2018,t,1535,51,57,0,108,0.4722
7203,21st Century Cyber Bearcats,MI,USA,fim,2018,t,1445,36,66,0,102,0.3529
7204,Freedom Gliders,OR,USA,pnw,2018,f,1390,15,33,0,48,0.3125
7205,Dene Strong Engineering,SK,Canada,NULL,2018,f,1460,7,14,1,22,0.3409
7206,Titanium Rex,MI,USA,fim,2018,f,1540,34,23,0,57,0.5965
7208,CMA Voyagers,MI,USA,fim,2018,f,1477,27,34,1,62,0.4435
7209,Titanium Trojans (Homer Robotics Club),MI,USA,fim,2018,f,1495,36,55,1,92,0.3967
7210,RoboJackets  7210,MI,USA,fim,2018,t,1450,28,78,2,108,0.2685
7211,Hollywood,MI,USA,fim,2018,t,1673,112,98,3,213,0.5329
7212,LCS Warriors,NH,USA,ne,2018,f,1345,7,16,1,24,0.3125
7213,Gladwin Knights,MI,USA,fim,2018,f,1415,28,40,1,69,0.413
7214,Tiger-OPS Robotics,AZ,USA,NULL,2018,t,1369,30,37,0,67,0.4478
7215,Patriots,FL,USA,NULL,2018,f,1359,1,9,0,10,0.1
7216,CHARGERS ROBOTICS,FL,USA,NULL,2018,f,1426,8,11,0,19,0.4211
7217,SallaBots / ULSA Laguna,NULL,Mexico,NULL,2018,f,1462,6,5,0,11,0.5455
7218,Bradford Botdogs,MI,USA,fim,2018,f,1374,27,34,0,61,0.4426
7219,Olivet Eagles,MI,USA,fim,2018,f,1404,26,36,0,62,0.4194
7220,Steel Falcons,MI,USA,fim,2018,t,1641,81,71,1,153,0.5327
7221,Viking Robotics,MI,USA,fim,2018,t,1490,41,75,4,120,0.3583
7222,The Fighting Anomalocari,MI,USA,fim,2018,f,1485,34,36,0,70,0.4857
7223,MVHS Robotics,MI,USA,fim,2018,f,1446,21,28,1,50,0.43
7224,RoboDrakens,MI,USA,fim,2018,t,1510,36,64,1,101,0.3614
7225,Mechatronic Mustangs,MI,USA,fim,2018,t,1483,80,85,5,170,0.4853
7226,Error 404,MI,USA,fim,2018,t,1512,72,93,0,165,0.4364
7227,Tornado,NULL,Turkey,NULL,2018,f,1402,3,9,0,12,0.25
7228,Tigers,NULL,Turkey,NULL,2018,f,1475,19,31,2,52,0.3846
7229,Electronic Eagles,CA,USA,NULL,2018,f,1486,6,11,0,17,0.3529
7230,Mythic Mechanix,CA,USA,NULL,2018,t,1462,31,29,1,61,0.5164
7231,Team Freedom,NULL,Dominican Republic,NULL,2018,f,1419,9,10,0,19,0.4737
7232,Pharaohs,MI,USA,fim,2018,t,1388,42,72,1,115,0.3696
7234,Lee Robotics,MI,USA,fim,2018,f,1473,46,69,0,115,0.4
7235,Red Lake Ogichidaag,MN,USA,NULL,2018,t,1480,12,37,0,49,0.2449
7237,UniBots,IL,USA,NULL,2018,t,1404,23,39,0,62,0.371
7238,coolker,NULL,China,NULL,2018,f,1396,4,9,0,13,0.3077
7239,Hell Robotics,NULL,Norway,NULL,2018,f,1640,26,21,0,47,0.5532
7240,Nitro Knights,MA,USA,ne,2018,f,1470,11,13,0,24,0.4583
7242,FRC 7242,NULL,China,NULL,2018,f,1436,8,12,2,22,0.4091
7243,Robo-Lobo-Bellos,CO,USA,NULL,2018,t,1426,27,40,0,67,0.403
7244,Huskies Robotics,MI,USA,fim,2018,t,1514,77,89,1,167,0.4641
7245,LionBot Robotics,CA,USA,NULL,2018,t,1438,21,30,0,51,0.4118
7246,Thom Collegiate Trojans,SK,Canada,NULL,2018,f,1461,14,24,0,38,0.3684
7247,Error 404,MI,USA,fim,2018,t,1408,33,62,1,96,0.349
7248,Tactical Hams,MI,USA,fim,2018,t,1471,40,77,1,118,0.3432
7249,CVH SPARTANS,CA,USA,NULL,2018,f,1369,1,7,0,8,0.125
7250,OsCODEa 0w|5,MI,USA,fim,2018,t,1519,72,94,0,166,0.4337
7251,Warrior Robotics,NY,USA,NULL,2018,f,1674,20,16,0,36,0.5556
7254,Knowmads,MI,USA,fim,2018,t,1445,39,60,0,99,0.3939
7255,Mechanical Mettle,MO,USA,NULL,2018,t,1427,17,28,1,46,0.3804
7256,Irish Robotics,MI,USA,fim,2018,t,1485,53,68,1,122,0.4385
7257,Semiconductors,MN,USA,NULL,2018,t,1626,25,30,0,55,0.4545
7258,Robolobos - Hiawatha Collegiate,MN,USA,NULL,2018,t,1642,25,28,1,54,0.4722
7259,Mechanical Mustangs,MA,USA,ne,2018,f,1371,5,19,0,24,0.2083
7260,Diamondback Turtles  (Heritage High School),AR,USA,NULL,2018,f,1425,3,7,0,10,0.3
7262,QBOT,BC,Canada,NULL,2018,f,1520,6,6,0,12,0.5
7263,TOPPS TECH,AR,USA,NULL,2018,f,1372,2,17,0,19,0.1053
7264,Cougar Robotics,TX,USA,fit,2018,f,1391,15,19,0,34,0.4412
7265,Skeleton Crew,NC,USA,fnc,2018,f,1443,40,59,2,101,0.4059
7266,NBHS Steampunks,MA,USA,ne,2018,f,1462,15,33,0,48,0.3125
7267,Lisgar Robotics Club,ON,Canada,ont,2018,f,1530,35,39,0,74,0.473
7268,BCNY Gerry Robotic Lions (East Harlem),NY,USA,NULL,2018,f,1362,3,7,0,10,0.3
7269,ISB VoltBots,MA,USA,ne,2018,f,1440,5,7,0,12,0.4167
7270,The Bandits,NC,USA,fnc,2018,t,1348,29,66,3,98,0.3112
7271,Hanger 84 Robotics,NM,USA,fit,2018,t,1433,34,43,2,79,0.443
7272,Envirobots,NY,USA,NULL,2018,t,1453,16,23,0,39,0.4103
7273,ZooM 7273,MN,USA,NULL,2018,t,1456,12,28,0,40,0.3
7274,Brashear Bulls Robotics,PA,USA,NULL,2018,t,1526,21,18,1,40,0.5375
7275,PRIDE Robotics,LA,USA,NULL,2018,f,1464,8,10,0,18,0.4444
7277,Mandela United Squadron,AB,Canada,NULL,2018,f,1402,15,27,0,42,0.3571
7278,Toormina High School,NULL,Australia,NULL,2018,f,1398,11,15,0,26,0.4231
7280,MITO Octopus,NULL,China,NULL,2018,f,1537,4,11,0,15,0.2667
7285,Beşiktaş Rsports,NULL,Turkey,NULL,2018,t,1726,78,21,0,99,0.7879
7286,Enigma,NULL,Israel,isr,2018,f,1396,6,16,0,22,0.2727
7287,Esquimalt Atom Smashers,BC,Canada,NULL,2018,t,1542,36,40,0,76,0.4737
7288,NOMMA D3V1LB0TS,LA,USA,NULL,2018,t,1382,10,20,0,30,0.3333
7289,Blue Eagles,MI,USA,fim,2018,t,1479,66,66,0,132,0.5
7290,TARHUNDA,NULL,Turkey,NULL,2018,f,1374,3,9,0,12,0.25
7291,TYANA - NİĞDE GAZOZU,NULL,Turkey,NULL,2018,f,1394,5,9,0,14,0.3571
